BBL,Boro,Block ,Lot,PHN,Street,Owner Name,Bldg ID,BIN,Units,Housing Type,Tax Class,Program,HPD AM Oversight,Comments,Community District,City Council District,Assembly District,State Senatorial District,Congressional District,ZIP Code,Census Tract
1003890009,1,389,9,107,AVENUE B,184 East 7 Street HDFC,6398,1004674,20,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,103,2,74,27,12,10009,2602
1018270032,1,1827,32,1840,ADAM C POWELL BOULEVARD,1840 7 Avenue HDFC,3374,1055086,15,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,216
1003970025,1,397,25,185,EAST 2 STREET,185 East 2 Street HDFC,10453,1004950,23,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,103,2,65,26,12,10009,3002
1018230001,1,1823,1,1855,ADAM C POWELL BOULEVARD,1855 7 Avenue HDFC,3381,1055003,24,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,216
1016310140,1,1631,140,186,EAST 104 STREET,186 E 104TH ST HDFC,18984,1051952,9,RENTAL  Shd be COOP,2,Article 8A Loan,,TPT,111,8,68,29,13,10029,166
1016380040,1,1638,40,186,EAST 111 STREET,186 East 111 Street HDFC,804723,1085259,4,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,"Shared lot with CDC EAST 105TH STREET REALTY, L.P.",111,8,68,29,13,10029,172
1016300038,1,1630,38,1862,3 AVENUE,1862-66  3 Avenue HDFC,1911,1080653,32,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,111,8,68,29,13,10029,166
1018290029,1,1829,29,1864,ADAM C POWELL BOULEVARD,1864 7 Avenue HDFC,3383,1055157,34,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,216
1018230063,1,1823,63,1868-69,7 AVENUE,1867-69 7 Avenue HDFC,3384,1055034,34,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,,,,,,10026,216
1012110001,1,1211,1,187,WEST 80 STREET,187 West 80 Street HDFC,5919,1031948,9,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,107,6,69,29,10,10024,165
1018290033,1,1829,33,1878,ADAM C POWELL BOULEVARD,1878 7 Avenue HDFC,3386,1055158,51,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,216
1018240003,1,1824,3,1889,7 AVENUE,1885-93 7 Avenue HDFC,3389,1079445,35,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,218
1007690004,1,769,4,188,8 AVENUE,188-90 8 Avenue HDFC,4266,1013965,10,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,104,3,75,27,12,10011,87
1005280042,1,528,42,19,BEDFORD STREET,19 Bedford Street HDFC,6891,1008399,5,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,102,3,66,27,10,10014,67
1018410023,1,1841,23,35,WEST 105 STREET,19 West 105 Street HDFC,37563,1055611,18,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,107,7,69,30,13,10025,189
1003990041,1,399,41,191,EAST 3 STREET,191 EAST 3RD ST HDFC,10551,1005002,16,RENTAL,2,Section 312,,Building held by HDFC; Land held by RAIN Land Trust,103,2,65,27,12,10009,32
1021150034,1,2115,34,1954,AMSTERDAM AVENUE,1954 Amsterdam Avenue HDFC,5721,1062713,13,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,112,7,71,31,13,10032,241
1021150034,1,2115,34,1954,AMSTERDAM AVENUE,1954 Amsterdam Avenue HDFC,5721,1062713,26,COOP,,Tenant Interim Lease (TIL),Mark Matthews,,112,7,71,31,13,10032,241
1021080077,1,2108,77,1987,AMSTERDAM AVENUE,1987-89 Amsterdam Avenue HDFC,5735,1062524,23,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,112,7,71,30,13,10032,239
1021080079,1,2108,79,1993,AMSTERDAM AVENUE,1993 Amsterdam Avenue HDFC,5739,1062525,24,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,112,7,71,30,13,10032,239
1016210061,1,1621,61,20,EAST 116 STREET,20 East 116 Street HDFC,19651,1051654,11,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,111,9,68,30,13,10029,184
1019930096,1,1993,96,200,CLAREMONT AVENUE,200 Claremont Avenue HDFC,9616,1059859,42,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,109,7,70,30,13,10027,211
1018270033,1,1827,33,1842,ADAM C POWELL BOULEVARD,200 West 112 Street HDFC,3375,1055087,10,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,216
1018270036,1,1827,36,1850,ADAM C POWELL BOULEVARD,200 West 112 Street HDFC,3377,1055088,44,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,216
1019230035,1,1923,35,1952,ADAM C POWELL BOULEVARD,200-02-04 West 118 Street HDFC,3401,1058393,16,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,218
1019230036,1,1923,36,202,WEST 118 STREET,200-02-04 West 118 Street HDFC,38552,1058394,20,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,218
1019230037,1,1923,37,204,WEST 118 STREET,200-02-04 West 118 Street HDFC,38554,1058395,20,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,218
1018760029,1,1876,29,900,AMSTERDAM AVENUE,201 West 104 Street HDFC,6058,1056589,8,COOP,2,Community Management Program (CMP),Ron Sinacori,,107,7,69,31,10,10025,191
1016380038,1,1638,38,2016,THIRD AVENUE,2016 3 Avenue HDFC,805400,1080662,3,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,111,8,68,29,13,10029,172
1016670122,1,1667,122,2285,2 AVENUE,203 K MANHATTAN UHAB HDFC,1274,1052639,3,COOP,2,Tenant Interim Lease (TIL) 2,,,111,8,68,29,13,10035,188
1017510001,1,1751,1,2041,5 Avenue,2041 5TH AVENUE HOUSING DEVELOPMENT,2628,,40,COOP,,,Mark Matthews,,111,9,68,30,13,10035,198
1002850023,1,285,23,205,EAST BROADWAY,205 East Broadway HDFC,20987,1003701,3,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,103,1,65,26,7,10002,6
1019260037,1,1926,37,206,WEST 121 STREET,206 West 121 Street HDFC,38981,1058475,30,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10027,220
1020330024,1,2033,24,207,WEST 147 STREET,207 West 147 Street HDFC,42095,1060531,15,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,71,30,13,10039,234
1020300025,1,2030,25,211,WEST 144 STREET,207-213 West 144 Street HDFC,41793,1060453,19,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,71,30,13,10030,232
1020300026,1,2030,26,207,WEST 144 STREET,207-213 West 144 Street HDFC,41792,1060454,19,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,71,30,13,10030,232
1004220044,1,422,44,208,FORSYTH STREET,208 Forsyth Street HDFC,21625,1005614,13,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,103,1,65,26,7,10002,3601
1021100063,1,2110,63,2087,AMSTERDAM AVENUE,2087 Amsterdam Avenue HDFC,5763,1062618,14,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,112,10,72,31,13,10032,24301
1021100065,1,2110,65,2089,AMSTERDAM AVENUE,2089-91 Amsterdam Avenue HDFC,5765,1062619,20,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,112,10,72,31,13,10032,24301
1021100066,1,2110,66,2091,AMSTERDAM AVENUE,2089-91 Amsterdam Avenue HDFC,5767,1062620,20,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,112,10,72,31,13,10032,24301
1003900050,1,390,50,209,EAST 7 STREET,209 EAST SEVENTH STREET HDFC,11107,1004723,19,COOP,2,,,,103,2,74,27,12,10009,2602
1021360052,1,2136,52,21,FT WASHINGTON AVENUE,21 FT. WASHINGTON AVENUE CA HDFC,21776,1063316,36,RENTAL,2,7A Financial Assistance,,,112,7,71,31,13,10032,247
1004220045,1,422,45,210,FORSYTH STREET,210 Forsyth Street HDFC,21626,1005615,13,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,103,1,65,26,7,10002,3601
1019410023,1,1941,23,211,WEST 135 STREET,211 West 135 Street HDFC,40721,1058887,5,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10030,228
1006200082,1,620,82,211,WEST 10 STREET,211 WEST TENTH STREET HOUSING DEVELOPMENT FUND CORP.,29762,1011223,24,COOP,2,,,,102,3,66,27,10,10014,73
1018760038,1,1876,38,212,WEST 105 STREET,212 West 105 Street HDFC,37531,1056598,10,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,107,7,69,31,10,10025,191
1018790041,1,1879,41,212,WEST 108 STREET,212-214 West 108 Street HDFC,37727,1056661,30,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,107,7,69,31,10,10025,195
1016810026,1,1681,26,2127,1 AVENUE,"2127 FIRST AVE HDFC, C/O ANDRES OLAF GEORGE",425,1052840,4,RENTAL,2,Housing Trust Fund - State,,,111,8,68,29,13,10029,180
1004940032,1,494,32,215,MOTT STREET,213-215 Mott Street HDFC,25680,1007501,12,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,102,1,65,26,7,10012,43
1004940033,1,494,33,213,MOTT STREET,213-215 Mott Street HDFC,25679,1007502,12,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,102,1,65,26,7,10012,43
1020460050,1,2046,50,214,BRADHURST AVENUE,214 Bradhurst Avenue HDFC,7472,1060870,24,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,71,30,13,10039,23502
1021320007,1,2132,7,215,AUDUBON AVENUE,215 AUDUBON AVENUE HOUSING DEVELOPMENT FUND CORP,6199,1063180,47,RENTAL,2,Participation Loan Program (PLP),,OTP,112,10,72,31,13,10033,261
1016830027,1,1683,27,2159,1 AVENUE,2159 1 Avenue HDFC,438,1052879,30,COOP,2,Community Management Program (CMP),Mark Matthews,,111,8,68,29,13,10029,180
1016830028,1,1683,28,2161,1 AVENUE,2159 1 Avenue HDFC,439,1052880,15,COOP,,Community Management Program (CMP),Mark Matthews,,111,8,68,29,13,10029,180
1016830004,1,1683,4,2168,2 AVENUE,2168 2 Avenue HDFC,1229,1052869,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,111,8,68,29,13,10029,180
1003900042,1,390,42,219,EAST 7 STREET,219 East 7 Street HDFC,11114,1004722,25,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,103,2,74,27,12,10009,2602
1020300017,1,2030,17,229,WEST 144 STREET,219-229 West 144 Street HDFC,41798,1060451,41,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,71,30,13,10030,232
1020300021,1,2030,21,219,WEST 144 STREET,219-229 West 144 Street HDFC,41794,1060452,41,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,71,30,13,10030,232
1019410144,1,1941,144,222,WEST 136 STREET,222 West 136 Street HDFC,40875,1058927,8,RENTAL,2,Tenant Interim Lease (TIL),,,110,9,70,30,13,10030,228
1004000045,1,400,45,225,EAST 4 STREET,223-225 East 4 Street HDFC,10693,1005030,24,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,103,2,65,27,12,10009,32
1004000047,1,400,47,223,EAST 4 STREET,223-225 East 4 Street HDFC,10692,1005031,24,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,103,2,65,27,12,10009,32
1003860058,1,386,58,223,EAST 3 STREET,223-25 East 3 Street HDFC,10565,1004623,24,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,103,2,74,26,12,10009,2601
1018260052,1,1826,52,226, West 111 St,226 WEST 111TH STREET HDFC,37872,,24,COOP,,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,
1018280040,1,1828,40,226,WEST 113 STREET,226 West 113 Street HDFC,38023,1055121,18,COOP,2,Community Management Program (CMP),Mark Matthews,,110,9,70,30,13,10026,216
1008960013,1,896,13,227,EAST 14 STREET,227-229 East 14 Street HDFC,12038,1019506,10,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,106,2,74,27,12,10003,48
1008960014,1,896,14,229,EAST 14 STREET,227-229 East 14 Street HDFC,12039,1019507,10,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,106,2,74,27,12,10003,48
1004000044,1,400,44,229,EAST 4 STREET,229 East 4 Street HDFC,10694,1005029,5,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,103,2,65,27,12,10009,32
1003900037,1,390,37,107,AVENUE C,229 East 7 Street HDFC,6512,1004720,10,COOP,2,Urban Homesteading Program (UHP),Mark Matthews,Building held by HDFC; Land held by RAIN Land Trust,103,2,74,27,12,10009,2602
1018270018,1,1827,18,229,WEST 111 STREET,229 West 111 Street HDFC,37873,1055077,18,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,216
1015400032,1,1540,32,230,EAST 95 STREET,230 East 95 Street HDFC,18618,1049230,16,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,108,5,68,29,12,10128,15601
1019200001,1,1920,1,2301,ADAM C POWELL BOULEVARD,2301 7 Avenue HDFC,3537,1058258,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10030,228
1019200005,1,1920,5,187,WEST 135 STREET,2301 7 Avenue HDFC,40715,1058262,5,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10030,228
1019200006,1,1920,6,185,WEST 135 STREET,2301 7 Avenue HDFC,40713,1058263,6,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10030,228
1004520042,1,452,42,231,EAST 10 STREET,231 East 10 Street HDFC,11483,1006458,20,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,103,2,66,27,12,10003,40
1017860016,1,1786,16,235,EAST 121 STREET,235 East 121 Street HDFC,20350,1054607,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,111,8,68,30,13,10035,194
1017860017,1,1786,17,476 WEST,WEST 141 STREET,237 East 121 Street HDFC,20351,1054608,12,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,109,7,70,30,13,10031,227
1019410010,1,1941,10,237,WEST 135 STREET,237 West 135 Street HDFC,40742,1058876,10,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10030,228
1018770042,1,1877,42,234,WEST 106 STREET,238 West 106 Street HDFC,37616,1056622,49,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,107,7,69,30,10,10025,191
1018270049,1,1827,49,238,WEST 112 STREET,238 West 112 Street HDFC,37946,1055098,10,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,216
1022390029,1,2239,29,24,COOPER STREET,24 Cooper Street HDFC,10059,1064967,27,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,112,10,72,31,13,10034,295
1018270050,1,1827,50,240,WEST 112 STREET,240 West 112 Street HDFC,37947,1055099,10,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,216
1018310053,1,1831,53,242,WEST 116 STREET,240-242 West 116 Street HDFC,38348,1081572,14,RENTAL,2,Community Management Program (CMP),,,110,9,70,30,13,10026,218
1018270012,1,1827,12,241,WEST 111 STREET,241 West 111 Street HDFC,37878,1055076,18,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,216
1016660030,1,1666,30,242,EAST 117 STREET,242 East 117 Street HDFC,19858,1052588,8,RENTAL,2,Community Management Program (CMP),Graham Smokoski,,111,8,68,29,13,10035,188
1018270052,1,1827,52,242,WEST 112 STREET,242 West 112 Street HDFC,37948,1055100,20,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,216
1004950029,1,495,29,243F,MULBERRY STREET,243 Mulberry Street HDFC,25839,1077177,16,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,102,1,66,26,10,10012,43
1021550019,1,2155,19,2440,AMSTERDAM AVENUE,2440-50 Amsterdam Avenue HDFC,5854,1063700,66,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,112,10,72,31,13,10033,269
1003850029,1,385,29,248,EAST 3 STREET,248 East 3 Street HDFC,10579,1004596,23,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,103,2,74,26,12,10009,2202
1020310035,1,2031,35,2512,ADAM C POWELL BOULEVARD,2512 HDFC INV,3625,1060485,23,coop,2,Third Party Transfer (TPT),,,110,9,71,30,13,10039,232
1019220049,1,1922,49,256,WEST 117 STREET,258 West 117 Street HDFC,38466,1058379,50,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,218
1003860020,1,386,20,268,EAST 4 STREET,268 East 4 Street HDFC,10703,1004616,21,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,103,2,74,26,12,10009,2601
1020390005,1,2039,5,269,WEST 153 STREET,269 West 153 HDFC,42604,1060619,15,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,71,30,13,10039,236
1011980016,1,1198,16,27,WEST 84 STREET,27 West 84 Street HDFC,36107,1031304,20,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,107,6,69,29,10,10024,169
1020570046,1,2057,46,270,CONVENT AVENUE,270 Convent Avenue HDFC,9911,1061204,60,COOP,2,Community Management Program (CMP),Ron Sinacori,,109,9,70,30,13,10031,227
1019500041,1,1950,41,270,ST NICHOLAS AVENUE,270 ST NICHOLAS AVE HOUSING DEVELOPMENT FUND CORP,28080,1059276,77,RENTAL,2,7A Financial Assistance,,,110,9,70,30,13,10027,257
1018760049,1,1876,49,2728,BROADWAY,2728 Broadway HDFC,7895,1056601,17,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,107,7,69,31,10,10025,191
1022190032,1,2219,32,3848,10 AVENUE,274-78 Nagle Avenue HDFC,5035,1064741,18,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,112,10,72,31,13,10034,293
1020450051,1,2045,51,2779,8 AVENUE,2775-79 8 Avenue HDFC,803926,1084765,10,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,71,30,13,10039,259
1005080017,1,508,17,280,MOTT STREET,280 Mott Street HDFC,25708,1007891,9,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,102,1,65,26,12,10012,43
1003870044,1,387,44,285,EAST 4 STREET,283-285 East 4 Street HDFC,10713,1004648,37,COOP,2,Community Management Program (CMP),Mark Matthews,,103,2,74,26,12,10009,2601
1020360053,1,2036,53,286,WEST 151 STREET,286 West 151 Street HDFC,42488,1060598,18,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,71,30,13,10039,236
1003720055,1,372,55,290,EAST 2 STREET,290 East 2 Street HDFC,10502,1004375,20,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,103,2,74,26,12,10009,2202
1019680056,1,1968,56,33,CONVENT AVENUE,29-33 Convent Avenue HDFC,9946,1059602,25,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,109,9,70,30,13,10027,21303
1019680058,1,1968,58,29,CONVENT AVENUE,29-33 Convent Avenue HDFC,9921,1059603,25,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,109,9,70,30,13,10027,21303
1017180025,1,1718,25,29,WEST 119 STREET,29-35 West 119 Street HDFC,38702,1053253,24,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,200
1020360057,1,2036,57,30,MACOMBS PLACE,30 Macombs Place HDFC,24530,1060600,24,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,71,30,13,10039,236
1017170049,1,1717,49,30,WEST 119 STREET,30 WEST 119TH STREET HDFC,38704,1053204,4,COOP,2,Tenant Interim Lease (TIL),,,110,9,70,30,13,10026,190
1007400037,1,740,37,139,8 AVENUE,300 WEST 17 ST HSG DEVEL,4232,1013054,32,COOP,2,,,,104,3,75,27,10,10011,83
1017950051,1,1795,51,2316,2 AVENUE,300-302 East 119 Street HDFC,1301,1054729,19,COOP,2,Community Management Program (CMP),Mark Matthews,,111,8,68,30,13,10035,188
1017950150,1,1795,150,302,EAST 119 STREET,300-302 East 119 Street HDFC,20147,1054731,18,COOP,2,Community Management Program (CMP),Mark Matthews,,111,8,68,30,13,10035,188
1020580040,1,2058,40,302,CONVENT AVENUE,302 Convent Avenue HDFC,9928,1061252,43,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,109,7,71,30,13,10031,227
1003910057,1,391,57,303,EAST 8 STREET,303 E 8TH ST HDFC,11230,1004759,13,COOP,2,Special HSG,,,103,2,74,27,12,10009,2602
1019490026,1,1949,26,241,ST NICHOLAS AVENUE,303 West 122 Street HDFC,28078,1059239,43,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10027,257
1003900009,1,390,9,306,EAST 8 STREET,304-306 EAST 8TH STREET HOUSING DEVELOPMENT FUND Co,11231,1004705,9,COOP,2,Housing Trust Fund - State,,Building held by HDFC; Land held by RAIN Land Trust,103,2,74,27,12,10009,2602
1020420010,1,2042,10,307,WEST 139 STREET,305-07 West 139 Street HDFC,41367,1060706,13,RENTAL,1,Tenant Interim Lease (TIL),,,110,9,70,30,13,10030,22102
1020420110,1,2042,110,305,WEST 139 STREET,305-07 West 139 Street HDFC,41365,1060731,13,RENTAL,1,Tenant Interim Lease (TIL),,,110,9,70,30,13,10030,22102
1018920043,1,1892,43,307,WEST 107 STREET,307 West 107 Street HDFC,37688,1057281,7,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,107,6,69,31,10,10025,195
1018460039,1,1846,39,307,WEST 111 STREET,307 West 111 Street HDFC,37881,1055760,15,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,19702
1020470001,1,2047,1,307,WEST 153 STREET,307 West 153 Street HDFC,42607,1060880,19,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,71,30,13,10039,23502
1017960148,1,1796,148,308,EAST 120 STREET,308 East 120 Street HDFC,20273,1054784,6,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,111,8,68,30,13,10035,194
1003740065,1,374,65,307,EAST 4 STREET,309 HDFC,10719,1004423,20,COOP,2,Urban Homesteading Program (UHP),Mark Matthews,,103,2,74,26,12,10009,2601
1003500057,1,350,57,309,EAST HOUSTON STREET,309-313 EAST HOUSTON HDFC,21160,1004269,28,COOP,2,Article 8A Loan,,,103,2,74,26,12,10002,2201
1003500060,1,350,60,313,EAST HOUSTON STREET,309-313 EAST HOUSTON HDFC,21161,1004270,3,COOP,2,,,,103,2,74,26,12,10002,2201
1003730008,1,373,8,310,EAST 4 STREET,310 EAST 4 ST HOUSING DEV FUND CORP,10720,1004380,16,RENTAL,2,,,,103,2,74,26,12,10009,2601
1019480043,1,1948,43,310,WEST 122 STREET,310-312 WEST 122ND STREET H.D.F.C.,39184,1059201,10,COOP,2,Tenant Interim Lease (TIL),,,110,9,70,30,13,10027,257
1019480044,1,1948,44,312,WEST 122 STREET,310-312 WEST 122ND STREET H.D.F.C.,39185,1059202,10,COOP,2,Tenant Interim Lease (TIL),,,110,9,70,30,13,10027,257
1003730049,1,373,49,311,EAST 3 STREET,311 East 3 Street HDFC,10611,1004397,30,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,103,2,74,26,12,10009,2601
1020420108,1,2042,108,311,WEST 139 STREET,311 West 139 Street HDFC,41370,1060730,11,RENTAL,2,Tenant Interim Lease (TIL),,,110,9,70,30,13,10030,22102
1019930021,1,1993,21,3115,BROADWAY,3115 Broadway HDFC,7968,1059838,36,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,109,7,69,30,13,10027,211
1010390042,1,1039,42,312,WEST 49 STREET,312 West 49 Street HDFC,33721,1025148,20,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,104,3,75,27,10,10019,127
1007590052,1,759,52,314,WEST 36 STREET,314-16-18 West 36 Street HDFC,32447,1013577,10,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,104,3,75,27,10,10018,111
1007590053,1,759,53,316,WEST 36 STREET,314-16-18 West 36 Street HDFC,32449,1013578,13,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,104,3,75,27,10,10018,111
1007590054,1,759,54,318,WEST 36 STREET,314-16-18 West 36 Street HDFC,32450,1013579,13,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,104,3,75,27,10,10018,111
1018460057,1,1846,57,284,MANHATTAN AVENUE,316 West 112 Street HDFC,25217,1055776,10,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,110,9,70,30,13,10026,19702
1010370043,1,1037,43,316,WEST 47 STREET,316 West 47 Street HDFC,33449,1025058,20,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,104,3,75,27,10,10036,127
1003730046,1,373,46,317,EAST 3 STREET,317-19 East 3 Street HDFC,10615,1004396,35,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,103,2,74,26,12,10009,2601
1010380022,1,1038,22,319,WEST 47 STREET,319 West 47 Street HDFC,33451,1025095,18,COOP,2,Community Management Program (CMP),Debra Busacco,,104,3,75,27,10,10036,127
1018460027,1,1846,27,256,MANHATTAN AVENUE,320 West 111 Street HDFC,25213,1055754,23,COOP,2,Community Management Program (CMP),Ron Sinacori,,110,9,69,30,13,10026,19702
1010430043,1,1043,43,320,WEST 53 STREET,320-22 West 53 Street HDFC,805679,1025256,7,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,104,3,67,27,10,10019,133
1010430142,1,1043,142,,,320-22 West 53rd Street HDFC,0,0,6,COOP,,Tenant Interim Lease (TIL),,,,,,,,,
1017110022,1,1711,22,321,PLEASANT AVENUE,321 Pleasant Avenue HDFC,26947,1053116,6,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,111,8,68,29,13,10035,178
1019520051,1,1952,51,321,ST NICHOLAS AVENUE,321 ST. NICHOLAS APARTMENTS HOUSING DEVELOPMENT,28084,1059318,65,RENTAL  Shd be COOP,2,Participation Loan Program (PLP),Mark Matthews,Via TPT,109,9,70,30,13,10027,20901
1010370046,1,1037,46,322,WEST 47 STREET,322 West 47 Street HDFC,33454,1025061,9,COOP,2,Community Management Program (CMP),Debra Busacco,,104,3,75,27,10,10036,127
1007400044,1,740,44,322,WEST 17 STREET,322-24-26 West 17 Street HDFC,30639,1013056,12,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,104,3,75,27,10,10011,83
1007400045,1,740,45,324,WEST 17 STREET,322-24-26 West 17 Street HDFC,30640,1013057,12,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,104,3,75,27,10,10011,83
1007400046,1,740,46,326,WEST 17 STREET,322-24-26 West 17 Street HDFC,30641,1013058,12,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,104,3,75,27,10,10011,83
1017110023,1,1711,23,323,PLEASANT AVENUE,323 Pleasant Avenue HDFC,26949,1053117,4,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,111,8,68,29,13,10035,178
1010340020,1,1034,20,323,WEST 43 STREET,323 West 43 Street HDFC,32982,1024964,20,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,104,3,75,27,10,10036,121
1020530085,1,2053,85,323,EDGECOMBE AVENUE,323-29 Edgecombe Avenue HDFC,21271,1061150,20,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,109,9,71,30,13,10031,231
