BBL,Boro,Block ,Lot,PHN,Street,Owner Name,Bldg ID,BIN,Units,Housing Type,Tax Class,Program,HPD AM Oversight,Comments,Community District,City Council District,Assembly District,State Senatorial District,Congressional District,ZIP Code,Census Tract
3019860007,3,1986,7,272,GATES AVENUE,272 Gates Avenue HDFC,299294,3057004,17,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,36,57,25,8,11216,229
3020130047,3,2013,47,272,ST JAMES PLACE,272 Saint James Place HDFC,373485,3057603,9,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,302,35,57,25,8,11238,201
3024600012,3,2460,12,272,SOUTH 5 STREET,272-4 South 5 Street HDFC,372395,3063573,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,301,34,50,18,7,11211,525
3023830037,3,2383,37,277,GRAND STREET,273-277 Grand Street HDFC,302581,3321261,3,COOP,2,Community Management Program (CMP),Mark Matthews,,301,34,53,18,7,11211,519
3024210012,3,2421,12,274,SOUTH 2 STREET,274 South 2 Street HDFC,372011,3063172,34,COOP,2,Community Management Program (CMP),Mark Matthews,,301,34,53,18,7,11211,523
3007270040,3,727,40,4302,3 AVENUE,278 43 Street HDFC,127625,3010897,4,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,307,38,51,25,7,11232,2
3013760001,3,1376,1,279,ALBANY AVENUE,279 Albany Avenue HDFC,183639,3036661,9,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,35,56,25,9,11213,339
3019940035,3,1994,35,28,CLAVER PLACE,28 Claver Place HDFC,221816,3057296,8,COOP,2,Urban Homesteading Program (UHP),Mark Matthews,,303,35,57,25,8,11238,227
3019240009,3,1924,9,281,CLASSON AVENUE,281 Classon Avenue HDFC,221558,3055125,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,33,57,25,8,11205,193
3050480078,3,5048,78,289,PARKSIDE AVENUE,283-289 Parkside Avenue HDFC,352215,3115840,16,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,309,40,43,21,9,11226,79601
3050480080,3,5048,80,283,PARKSIDE AVENUE,283-289 Parkside Avenue HDFC,352214,3115841,16,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,309,40,43,21,9,11226,79601
3070040023,3,7004,23,2838,WEST 36 STREET,2838 W 36TH STREET HOUSING DEVELOPMENT FUND CORP*%JUDITH ORLANDO,395063,3188692,6,RENTAL,2,Section 312,,,313,47,46,23,8,11224,328
3032590053,3,3259,53,295,STANHOPE STREET,295-97 Stanhope Street HDFC,375591,3074259,20,COOP,2,Community Management Program (CMP),Mark Matthews,,304,37,53,18,7,11237,443
3002380061,3,238,61,24,CLINTON STREET,30 CLINTON STREET TENANTS INC,223014,3001935,59,COOP,2,Article 8A Loan,,,302,33,52,26,7,11201,502
3028750057,3,2875,57,31,KINGSLAND AVENUE,31  Kingsland Avenue HDFC,320799,3070142,6,COOP,2,Community Management Program (CMP),Graham Smokoski,,301,34,50,18,12,11211,477
3016180002,3,1618,2,31,PATCHEN AVENUE,31 Patchen Avenue HDFC,352658,3043928,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,41,54,25,8,11221,387
3050300022,3,5030,22,312,LINCOLN ROAD,312 LINCOLN RD HOUSING DEVELOPMENT FUND CORP,326928,3114813,6,COOP,2,Article 8A Loan,,,309,40,43,20,9,11225,800
3024360012,3,2436,12,312,SOUTH 3 STREET,312 South 3 Street HDFC,372145,3063334,7,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,301,34,53,18,7,11211,527
3042620015,3,4262,15,313,MILFORD STREET,313 Milford Street HDFC,337397,3095621,4,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,305,42,60,19,8,11208,1194
3029230009,3,2923,9,314,POWERS STREET,314 Powers Street HDFC,355031,3070460,6,COOP,2,Community Management Program (CMP),Graham Smokoski,,301,34,53,18,12,11211,481
3027910005,3,2791,5,318,UNION AVENUE,318 Union Avenue HDFC,382922,3069652,8,COOP,2,Community Management Program (CMP),Graham Smokoski,,301,34,53,18,7,11211,513
3040540003,3,4054,3,319,BERRIMAN STREET,319 Berriman Street HDFC,209435,3089868,3,COOP,1,Tenant Interim Lease (TIL),Mark Matthews,,305,42,60,19,8,11208,1194
3018650026,3,1865,26,32,HERKIMER STREET,32 Herkimer Street HDFC,311452,3053893,5,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,36,57,25,8,11216,247
3024180005,3,2418,5,325,BEDFORD AVENUE,323-325 Bedford Avenue HDFC,206211,3063109,24,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,301,34,50,18,7,11211,551
3018230073,3,1823,73,327,PUTNAM AVENUE,327 Putman Avenue HDFC,358082,3051642,6,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,36,56,25,8,11216,249
3024370007,3,2437,7,330,SOUTH 3 STREET,330 South 3 Street HDFC,372150,3063348,27,COOP,2,Community Management Program (CMP),Mark Matthews,,301,34,53,18,7,11211,527
3019970020,3,1997,20,28,JEFFERSON AVENUE,34 Jefferson Avenue HDFC,317091,3057383,66,RENTAL,2,,,,303,35,57,25,8,11238,227
3011530025,3,1153,25,340,ST MARKS AVENUE,340 Saint Marks Avenue HDFC,374748,3028555,6,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,35,57,20,9,11238,205
3024370011,3,2437,11,338,SOUTH 3 STREET,340 SOUTH THIRD STREET HOUSING DEVELOPMENT FUND CORP,372153,3063350,41,RENTAL,2,Participation Loan Program (PLP),,OTP,301,34,53,18,7,11211,527
3024490021,3,2449,21,327,KEAP STREET,341 South 5 Street HDFC,372423,3321340,4,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,301,34,53,18,7,11211,527
3024310003,3,2431,3,343,BEDFORD AVENUE,343-345  Bedford Avenue HDFC,206290,3063266,24,COOP,2,Community Management Program (CMP),Mark Matthews,,301,34,50,18,7,11211,551
3024370014,3,2437,14,344,SOUTH 3 STREET,344 SOUTH 3 ST HOUSING DEV FUND CORP,372154,3063351,6,COOP,2,,,,301,34,53,18,7,11211,527
3009740050,3,974,50,345,3 STREET,345 3 Street HDFC,128613,3020908,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,306,39,52,20,7,11215,135
3024370015,3,2437,15,346,SOUTH 3 STREET,346 SOUTH 3 ST HOUSING DEV FUND CORP,372155,3063352,8,RENTAL,2,,,Homesteading,301,34,53,18,7,11211,527
3011890064,3,1189,64,17,CROWN STREET,35 Crown Street HDFC,228404,0,58,COOP,2,Community Management Program (CMP),Mark Matthews,,309,35,57,21,9,11225,213
3028750055,3,2875,55,35,KINGSLAND AVENUE,35 Kingsland Avenue HDFC,320805,3070140,6,COOP,2,Community Management Program (CMP),Graham Smokoski,,301,34,50,18,12,11211,477
3024500015,3,2450,15,350,SOUTH 4 STREET,350-52 South 4 Street HDFC,372308,3063498,35,COOP,2,Community Management Program (CMP),Mark Matthews,,301,34,53,18,7,11211,527
3024370018,3,2437,18,354,SOUTH 3 STREET,354 SOUTH 3 ST HOUSING DEVELOPMENT FUND,372161,3063355,8,RENTAL,2,,,Sweat Equity,301,34,53,18,7,11211,527
3024500017,3,2450,17,354,SOUTH 4 STREET,354 South 4 Street HDFC,372311,3063499,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,301,34,53,18,7,11211,527
3050450023,3,5045,23,36,HAWTHORNE STREET,36-38 Hawthorne Street HDFC,309301,3115661,9,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,309,40,43,21,9,11225,79601
3024120002,3,2412,2,384,KEAP STREET,364 Keap Street HDFC,318943,3063038,27,COOP,2,Community Management Program (CMP),Mark Matthews,,301,34,53,18,7,11211,513
3024250003,3,2425,3,368,HOOPER STREET,368 HOOPER STREET SHG DEV FUND CORP,313533,3063203,5,COOP,2,,,,301,34,53,18,7,11211,527
3028750054,3,2875,54,37,KINGSLAND AVENUE,37 Kingsland Avenue HDFC,320809,3070139,6,COOP,2,Community Management Program (CMP),Graham Smokoski,,301,34,50,18,12,11211,477
3024250004,3,2425,4,370,HOOPER STREET,370 HOOPER ST HSG DEV FUND CORP,313534,3063204,6,RENTAL,2,,,Sweat Equity,301,34,53,18,7,11211,527
3024250005,3,2425,5,372,HOOPER STREET,372 HOOPER STREET HSG DEV FUND CORP,313535,3063205,6,RENTAL,2,,,Sweat Equity,301,34,53,18,7,11211,527
3019820033,3,1982,33,373,GRAND AVENUE,373 Grand Avenue HDFC,302330,3056829,4,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,302,35,57,25,8,11238,231
3024240018,3,2424,18,374,SOUTH 2 STREET,374-76 South 2 Street HDFC,372034,3063196,41,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,301,34,53,18,7,11211,527
3011767501,3,1176,7501,,,376 ST JOHN'S HDFC,373980,3029519,8,CONDO,2,,,ACRIS Records/CO under Lot 22,,,,,,,
3018360001,3,1836,1,379,HANCOCK STREET,379 Hancock Street HDFC,307012,3052486,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,36,56,25,8,11216,275
3009750016,3,975,16,386,2 STREET,386 2 Street HDFC,127265,3020931,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,306,39,52,21,7,11215,135
3018470033,3,1847,33,388,HALSEY STREET,388 Halsey Street HDFC,305885,3053171,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,36,56,25,8,11216,275
3022400043,3,2240,43,392,MARCY AVENUE,392 Marcy Avenue HDFC,332555,3061285,6,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,301,33,50,26,7,11206,531
3024640002,3,2464,2,392,SOUTH 5 STREET,392 South 5 Street HDFC,372456,3063615,31,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,301,34,53,18,7,11211,527
3018350031,3,1835,31,394,JEFFERSON AVENUE,394 Jefferson Avenue HDFC,317205,3052437,3,COOP,1,Tenant Interim Lease (TIL),Mark Matthews,,303,36,56,25,8,11221,267
3023980015,3,2398,15,349,SOUTH 1 STREET,407-409 Keap Street HDFC,371873,3062863,28,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,301,34,53,18,7,11211,513
3057910013,3,5791,13,414,61 STREET,414 61 Street HDFC,162810,3143724,17,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,307,38,51,20,7,11220,122
3012920001,3,1292,1,421,CROWN STREET,421 Crown Street HDFC,228457,3033966,39,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,309,35,43,20,9,11225,333
3011660063,3,1166,63,431,STERLING PLACE,431 West Sterling HDFC,376742,3322582,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,35,57,20,9,11238,207
3011050046,3,1105,46,445,16 STREET,445 16 Street HDFC,141640,3026713,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,307,39,44,21,9,11215,169
3021460022,3,2146,22,452,BEDFORD AVENUE,452 Bedford Avenue HDFC,206825,3059671,6,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,301,33,50,18,7,11249,547
3019850005,3,1985,5,463,CLASSON AVENUE,463 Classon Avenue HDFC,221658,3056956,10,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,35,57,25,8,11238,229
3012610058,3,1261,58,465,EASTERN PARKWAY,465 Eastern Parkway HDFC,287844,3032645,21,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,35,43,20,9,11216,31702
3016590026,3,1659,26,468,HANCOCK STREET,468 Hancock Street HDFC,307119,3046015,3,COOP,1,Tenant Interim Lease (TIL),Mark Matthews,,303,36,56,25,8,11233,275
3016120064,3,1612,64,479,VAN BUREN STREET,477-79 Van Buren Street HDFC,385858,3043671,20,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,36,56,18,8,11221,387
3016120062,3,1612,62,483,VAN BUREN STREET,481 Van Buren Street HDFC,385862,3043670,16,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,36,56,18,8,11221,387
3009330009,3,933,9,49,5 AVENUE,49 5 Avenue HDFC,130601,3018583,6,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,306,39,52,25,9,11217,12902
3016540003,3,1654,3,494,JEFFERSON AVENUE,494 Jefferson Avenue HDFC,317297,3045659,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,36,56,25,8,11221,275
3038050041,3,3805,41,498,PENNSYLVANIA AVENUE,498 Pennsylvania Avenue HDFC,353136,3084640,32,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,305,42,60,19,8,11207,1126
3004400044,3,440,44,505,PRESIDENT STREET,505 President Street HDFC,355712,3258456,7,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,306,39,52,25,7,11215,119
3004400043,3,440,43,509,PRESIDENT STREET,507-9 President Street HDFC,355715,3259200,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,306,39,52,25,7,11215,119
3019480063,3,1948,63,51,CLIFTON PLACE,51 Clinton Place HDFC,222702,3055608,16,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,302,35,57,25,8,11238,231
3011620064,3,1162,64,511,PARK PLACE,511 Park Place HDFC,351935,3028968,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,35,57,20,9,11238,305
3040740014,3,4074,14,511,VAN SICLEN AVENUE,511 Van Siclen HDFC,385417,3090369,20,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,305,42,60,19,8,11207,1124
3027150005,3,2715,5,534,GRAHAM AVENUE,534 Graham Avenue HDFC,289679,3067812,16,COOP,2,Community Management Program (CMP),Graham Smokoski,,301,33,50,26,12,11222,499
3026990030,3,2699,30,543,GRAHAM AVENUE,543 Graham Avenue HDFC,302223,3067558,6,COOP,2,Community Management Program (CMP),Graham Smokoski,,301,33,50,26,12,11222,499
3003950063,3,395,63,545,WARREN STREET,545 WARREN STREET HOUSING DEVELOPMENT FUND CORPORATION,831016,3347212,11,RENTAL Shd be COOP,2,,,,302,33,52,25,7,11217,127
3017620072,3,1762,72,547,DE KALB AVENUE,551 Dekalb Avenue HDFC,808057,3324232,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,33,57,25,8,11205,241
3014760006,3,1476,6,553,HOWARD AVENUE,553 Howard Avenue HDFC,314175,3039579,12,RENTAL,2,Community Management Program (CMP),,,316,41,55,20,9,11233,361
3011680088,3,1168,88,571,STERLING PLACE,569-71 Sterling Place HDFC,376777,3029303,6,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,35,57,20,9,11238,217
3011680089,3,1168,89,569,STERLING PLACE,569-71 Sterling Place HDFC,376776,3029304,6,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,35,57,20,9,11238,217
3000340002,3,34,2,57,HUDSON AVENUE,57 Hudson Avenue HDFC,314641,3000065,4,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,302,33,52,26,7,11201,21
3011750021,3,1175,21,572,STERLING PLACE,572 STERLING PL HOUSING DEVELOPMENT FUND CORP,376778,3029468,16,COOP,2,Article 8A Loan,,,308,35,57,20,9,11238,217
3051010029,3,5101,29,575,OCEAN AVENUE,575 Ocean Avenue HDFC,347755,3117143,63,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,314,40,42,21,9,11226,51002
3003950050,3,395,50,575,WARREN STREET,575 Warren Street HDFC,388135,3006286,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,302,33,52,25,7,11217,127
3013870052,3,1387,52,578,RALPH AVENUE,578 Ralph Avenue HDFC,360173,3037219,17,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,41,55,20,9,11233,359
3026910066,3,2691,66,580,MORGAN AVENUE,580 MORGAN AVE HDFC,340380,3067388,8,COOP,2,Community Management Program (CMP),Mark Matthews,,301,33,50,18,12,11222,593
3026910068,3,2691,68,582,MORGAN AVENUE,582 Morgan Avenue HDFC,340382,3067389,8,COOP,2,Community Management Program (CMP),Graham Smokoski,,301,33,50,18,12,11222,593
3012070072,3,1207,72,585,NOSTRAND AVENUE,585 Nostrand Avenue HDFC,230724,3030088,11,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,36,56,25,8,11216,315
3026910071,3,2691,71,586,MORGAN AVENUE,586 Morgan Avenue HDFC,340386,3067391,8,RENTAL,2,Community Management Program (CMP),Graham Smokoski,,301,33,50,18,12,11222,593
3050560040,3,5056,40,590,PARKSIDE AVENUE,590 Parkside Avenue HDFC,352269,3116008,40,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,309,40,43,20,9,11226,822
3016040001,3,1604,1,37,MALCOLM X BOULEVARD,591 Kosciusko Street HDFC,360543,3043289,4,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,36,54,18,8,11221,289
3012050006,3,1205,6,595,FRANKLIN AVENUE,595 Franklin Avenue HDFC,295884,3029956,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,35,57,25,8,11238,221
3052370016,3,5237,16,604,EAST 17 STREET,604 East 17 Street HDFC,247165,3121208,6,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,314,40,42,21,9,11226,518
3025710020,3,2571,20,63,FRANKLIN STREET,63 Franklin Street HDFC,296196,3065023,7,COOP,2,Community Management Program (CMP),Mark Matthews,,301,33,50,26,12,11222,561
3011630060,3,1163,60,631,PARK PLACE,631 Park Place HDFC,351981,3029016,6,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,35,57,20,9,11238,305
3011630058,3,1163,58,633,PARK PLACE,633 Park Place HDFC,351982,3029015,6,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,35,57,20,9,11238,305
3011750049,3,1175,49,638,STERLING PLACE,638 Sterling Place HDFC,376817,3029485,6,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,35,57,20,9,11238,217
3009370011,3,937,11,638,WARREN STREET,638 Warren Street HDFC,388158,3018797,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,306,39,52,25,7,11217,12901
3009550054,3,955,54,639,PRESIDENT STREET,639 President Street HDFC,355777,3020077,10,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,306,39,52,25,7,11215,133
3027870017,3,2787,17,648,GRAND STREET,648 Grand Street HDFC,302796,3323049,37,COOP,2,Community Management Program (CMP),Graham Smokoski,,301,34,53,18,7,11211,503
3023090031,3,2309,31,65,NORTH 8 STREET,65 North 8 Street HDFC,345595,3061736,14,COOP,2,Community Management Program (CMP),Mark Matthews,,301,33,50,26,12,11249,557
3016410055,3,1641,55,651,MADISON STREET,651 Madison Street HDFC,331141,3044960,31,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,36,56,25,8,11221,293
3027870019,3,2787,19,654,GRAND STREET,654-58 Grand Street HDFC,302799,3331617,33,COOP,2,Community Management Program (CMP),Graham Smokoski,,301,34,53,18,7,11211,503
3025390025,3,2539,25,67,JAVA STREET,65-67 Java Street HDFC,316580,3064397,8,COOP,2,Community Management Program (CMP),Mark Matthews,,301,33,50,26,12,11222,565
3025390026,3,2539,26,65,JAVA STREET,65-67 Java Street HDFC,316579,3064398,8,COOP,2,Community Management Program (CMP),Mark Matthews,,301,33,50,26,12,11222,565
3022730008,3,2273,8,666,BROADWAY,666-668 Broadway HDFC,214234,3061474,12,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,301,33,53,18,7,11206,507
3022730009,3,2273,9,668,BROADWAY,666-668 Broadway HDFC,214235,3061475,12,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,301,33,53,18,7,11206,507
3016120003,3,1612,3,67,MALCOLM X BOULEVARD,67 Malcolm X Boulevard HDFC,360557,3043636,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,36,56,18,8,11221,387
3011550054,3,1155,54,698,CLASSON AVENUE,698 Classon Avenue HDFC,221764,3325284,20,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,35,57,20,9,11238,305
3036420020,3,3642,20,689,BRISTOL STREET,699 Bristol Street HDFC,213577,3083067,4,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,316,42,58,19,8,11236,922
3019480051,3,1948,51,73,CLIFTON PLACE,71-73 Clifton Place HDFC,222721,3055598,5,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,302,35,57,25,8,11238,231
3019480052,3,1948,52,71,CLIFTON PLACE,71-73 Clifton Place HDFC,222719,3055599,4,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,302,35,57,25,8,11238,231
3016580093,3,1658,93,719,HANCOCK STREET,719 Hancock Street HDFC,307339,3045993,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,41,56,25,8,11233,383
3027320008,3,2732,8,72,RICHARDSON STREET,72 Richardson Street HDFC,361485,3068057,20,COOP,2,Community Management Program (CMP),Graham Smokoski,,301,34,50,18,12,11211,515
3043290001,3,4329,1,684,HEGEMAN AVENUE,721 Van Siclen Avenue HDFC,309622,3097445,42,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,305,42,60,19,8,11207,1104
3024060026,3,2406,26,728,DRIGGS AVENUE,728 Driggs Avenue HDFC,234661,3062966,30,COOP,2,Community Management Program (CMP),Ron Sinacori,,301,34,50,18,7,11211,551
3008500020,3,850,20,730,57 STREET,730-34 57 Street HDFC,159689,3015865,16,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,307,38,49,20,7,11220,104
3027830040,3,2783,40,733,GRAND STREET,733 Grand Street HDFC,302845,3069462,6,COOP,2,Tenant Interim Lease (TIL),Graham Smokoski,,301,34,53,18,12,11211,495
3009340040,3,934,40,74,5 AVENUE,74 5 Avenue HDFC,131170,3018665,6,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,306,39,52,25,9,11217,12901
3027320009,3,2732,9,74,RICHARDSON STREET,74 Richardson Street HDFC,361487,3068058,20,COOP,2,Community Management Program (CMP),Graham Smokoski,,301,34,50,18,12,11211,515
3033220026,3,3322,26,75,LINDEN STREET,75 Linden Street HDFC,327778,3076072,12,COOP,2,Community Management Program (CMP),Ron Sinacori,,304,34,54,18,7,11221,399
3027320010,3,2732,10,76,RICHARDSON STREET,76 Richardson Street HDFC,361491,3068060,20,COOP,2,Community Management Program (CMP),Graham Smokoski,,301,34,50,18,12,11211,515
3012640046,3,1264,46,773,EASTERN PARKWAY,767-773 Eastern Parkway HDFC,287993,3032783,16,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,35,43,20,9,11213,337
3012640048,3,1264,48,767,EASTERN PARKWAY,767-773 Eastern Parkway HDFC,287990,3032784,16,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,35,43,20,9,11213,337
3016140050,3,1614,50,775,GREENE AVENUE,775 Greene Avenue HDFC,304483,3043736,4,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,36,56,25,8,11221,279
3024040016,3,2404,16,78,SOUTH 1 STREET,78 South 1 Street HDFC,371902,3062902,31,COOP,2,Community Management Program (CMP),Mark Matthews,,301,34,50,18,7,11249,551
3016580063,3,1658,63,783,HANCOCK STREET,783 HANCOCK ST HSING DVL,307403,3045967,8,COOP,2,Article 8A Loan,,,303,41,56,25,8,11233,383
3016520045,3,1652,45,154,PATCHEN AVENUE,783 Jefferson Avenue HDFC,352601,3045562,7,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,36,56,25,8,11221,385
3012080038,3,1208,38,1384,PACIFIC STREET,78-88 Brooklyn Avenue/1378 Pacific Street HDFC,349570,3030111,23,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,36,56,25,8,11216,313
3012080041,3,1208,41,88,BROOKLYN AVENUE,78-88 Brooklyn Avenue/1378 Pacific Street HDFC,214901,3030112,23,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,36,56,25,8,11216,313
3014990020,3,1499,20,789,MAC DONOUGH STREET,789 Macdonough Street HDFC,334928,3040255,41,COOP,2,Community Management Program (CMP),Mark Matthews,,316,41,55,25,8,11233,373
3018560074,3,1856,74,79,DECATUR STREET,79 Decatur Street HDFC,232409,3053618,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,36,56,25,8,11216,273
3021140032,3,2114,32,79,HANSON PLACE,79 HANSON PLACE HDFC,307578,3059281,8,RENTAL Shd be COOP,2,7A Financial Assistance,,TPT,302,35,57,25,8,11217,35
3016470001,3,1647,1,795,PUTNAM AVENUE,795 Putnam Avenue HDFC,358470,3045243,6,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,303,36,56,25,8,11221,385
3012470062,3,1247,62,805,ST JOHNS PLACE,805 Saint Johns Place HDFC,374154,3031892,6,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,35,43,20,9,11216,31702
3012270068,3,1227,68,821,PROSPECT PLACE,821 Prospect Place HDFC,357310,3031019,17,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,36,43,25,9,11216,31701
3024830059,3,2483,59,83,CLAY STREET,83 Clay Street HDFC,221866,3063727,5,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,301,33,50,18,12,11222,579
3025030029,3,2503,29,211,FRANKLIN STREET,83 Freeman Street HDFC,296150,3063886,9,COOP,2,Community Management Program (CMP),Graham Smokoski,,301,33,50,18,12,11222,563
3012410005,3,1241,5,838,PARK PLACE,838 Park Place HDFC,352069,3031524,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,36,43,25,9,11216,31701
3012280037,3,1228,37,850,ST MARKS AVENUE,840-50 Saint Marks Avenue HDFC,375015,3031037,54,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,36,43,25,9,11213,341
3012410007,3,1241,7,842,PARK PLACE,842 Park Place HDFC,352072,3031525,8,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,36,43,25,9,11216,31701
3012410009,3,1241,9,848,PARK PLACE,848 Park Place HDFC,352076,3031526,9,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,308,36,43,25,9,11216,31701
3009200023,3,920,23,850,40 STREET,850-60 40 Street HDFC,148829,3018124,36,RENTAL,2,Community Management Program (CMP),,,312,38,51,17,7,11232,90
3029220043,3,2922,43,863,GRAND STREET,863 Grand Street HDFC,302899,3070451,3,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,301,34,53,18,12,11211,481
3032430052,3,3243,52,87,STOCKHOLM STREET,87 Stockholm Street HDFC,377771,3073775,20,COOP,2,Tenant Interim Lease (TIL),Ron Sinacori,,304,34,53,18,7,11221,421
3010510024,3,1051,24,88,16 STREET,88 16 Street HDFC,141800,3024073,16,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,307,39,51,20,7,11215,117
3023110007,3,2311,7,89,BERRY STREET,89 Berry Street HDFC,209691,3061774,3,RENTAL,1,Community Management Program (CMP),,,301,33,50,26,12,11249,517
3020150070,3,2015,70,89,LEFFERTS PLACE,89 Lefferts Place HDFC,323809,3057680,32,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,302,36,57,25,8,11238,227
3031390012,3,3139,12,892,FLUSHING AVENUE,890 Flushing Avenue HDFC,294186,3071834,27,COOP,2,Community Management Program (CMP),Ron Sinacori,,304,34,53,18,7,11206,391
3014240049,3,1424,49,897,EMPIRE BOULEVARD,897-903 Empire Boulevard HDFC,289672,3038411,58,COOP,2,Tenant Interim Lease (TIL),Mark Matthews,,309,41,43,20,9,11213,355
3050740060,3,5074,60,9,ARGYLE ROAD,9 ARGYLE ROAD HOUSING DEVELOPMENT FUND CORP,243980,3116436,12,COOP,2,,,,314,40,42,21,9,11218,506
3014840004,3,1484,4,920,MADISON STREET,920 Madison Street HDFC,331301,3039721,13,RENTAL,2,Community Management Program (CMP),,,303,41,55,18,8,11221,375
