Date/Time,Lat,Lon,Base
2014-04-01T04:15:00Z,40.7416,-73.9991,B02598
2014-04-01T04:15:00Z,40.7602,-73.9843,B02682
2014-04-01T04:15:00Z,40.8007,-73.9705,B02682
2014-04-01T04:16:00Z,40.7784,-73.949,B02682
2014-04-01T04:16:00Z,40.747,-73.9908,B02682
2014-04-01T04:17:00Z,40.7607,-73.9665,B02617
2014-04-01T04:17:00Z,40.7855,-73.9501,B02617
2014-04-01T04:17:00Z,40.7855,-73.9501,B02617
2014-04-01T04:17:00Z,40.6699,-73.8162,B02682
2014-04-01T04:19:00Z,40.725,-73.9844,B02512
2014-04-01T04:19:00Z,40.7622,-73.9822,B02617
2014-04-01T04:19:00Z,40.7161,-74.0046,B02682
2014-04-01T04:20:00Z,40.695,-74.1783,B02512
2014-04-01T04:20:00Z,40.7192,-73.9642,B02598
2014-04-01T04:21:00Z,40.7589,-73.9818,B02598
2014-04-01T04:21:00Z,40.7644,-73.9891,B02682
2014-04-01T04:21:00Z,40.7644,-73.9891,B02682
2014-04-01T04:21:00Z,40.7495,-74.0301,B02764
2014-04-01T04:22:00Z,40.7289,-73.9982,B02598
2014-04-01T04:22:00Z,40.7283,-73.9831,B02617
2014-04-01T04:22:00Z,40.738,-73.9852,B02682
2014-04-01T04:23:00Z,40.7637,-73.964,B02598
2014-04-01T04:23:00Z,40.7799,-73.9447,B02598
2014-04-01T04:24:00Z,40.6864,-73.9917,B02682
2014-04-01T04:25:00Z,40.7134,-74.0406,B02598
2014-04-01T04:25:00Z,40.7315,-74.0031,B02682
2014-04-01T04:26:00Z,40.9859,-74.1578,B02512
2014-04-01T04:26:00Z,40.7304,-73.9934,B02598
2014-04-01T04:26:00Z,40.8069,-73.9399,B02682
2014-04-01T04:27:00Z,40.6879,-74.1814,B02512
2014-04-01T04:27:00Z,40.7737,-73.956,B02598
2014-04-01T04:27:00Z,40.6314,-74.0229,B02617
2014-04-01T04:27:00Z,40.7472,-73.9874,B02682
2014-04-01T04:27:00Z,40.7162,-73.9611,B02682
2014-04-01T04:28:00Z,40.7357,-73.987,B02682
2014-04-01T04:29:00Z,40.6458,-73.7767,B02617
2014-04-01T04:29:00Z,40.7302,-73.9758,B02682
2014-04-01T04:30:00Z,40.7612,-74.0002,B02617
2014-04-01T04:31:00Z,40.645,-73.782,B02598
2014-04-01T04:31:00Z,40.6449,-73.7821,B02682
2014-04-01T04:32:00Z,40.725,-73.979,B02617
2014-04-01T04:32:00Z,40.7208,-73.9853,B02617
2014-04-01T04:32:00Z,40.7834,-73.9547,B02682
2014-04-01T04:33:00Z,40.7013,-73.9234,B02682
2014-04-01T04:33:00Z,40.6912,-73.9597,B02682
2014-04-01T04:33:00Z,40.7621,-73.9759,B02682
2014-04-01T04:34:00Z,40.7203,-73.9544,B02598
2014-04-01T04:34:00Z,40.6366,-73.9728,B02598
2014-04-01T04:34:00Z,40.7606,-73.986,B02617
2014-04-01T04:34:00Z,40.672,-73.9576,B02682
2014-04-01T04:34:00Z,40.7445,-73.9195,B02682
2014-04-01T04:34:00Z,40.8022,-73.939,B02682
2014-04-01T04:35:00Z,40.6997,-73.9296,B02682
2014-04-01T04:35:00Z,40.7141,-73.9554,B02682
2014-04-01T04:35:00Z,40.6451,-73.7765,B02682
2014-04-01T04:36:00Z,40.7818,-73.9831,B02598
2014-04-01T04:36:00Z,40.6467,-73.7776,B02617
2014-04-01T04:36:00Z,40.7601,-73.9857,B02682
2014-04-01T04:37:00Z,40.7183,-74.0144,B02598
2014-04-01T04:37:00Z,40.737,-74.0031,B02617
2014-04-01T04:37:00Z,40.6446,-73.7831,B02617
2014-04-01T04:37:00Z,40.8263,-73.9419,B02682
2014-04-01T04:37:00Z,40.7694,-73.9558,B02764
2014-04-01T04:38:00Z,40.6878,-74.1816,B02512
2014-04-01T04:38:00Z,40.732,-74.0026,B02598
2014-04-01T04:38:00Z,40.7383,-74.0085,B02617
2014-04-01T04:39:00Z,40.7197,-73.998,B02682
2014-04-01T04:40:00Z,40.7422,-73.995,B02598
2014-04-01T04:40:00Z,40.6468,-73.7795,B02682
2014-04-01T04:41:00Z,40.7173,-73.9645,B02598
2014-04-01T04:41:00Z,40.7218,-73.9875,B02598
2014-04-01T04:41:00Z,40.7076,-74.0081,B02598
2014-04-01T04:41:00Z,40.6449,-73.7822,B02682
2014-04-01T04:41:00Z,40.7194,-74.0401,B02764
2014-04-01T04:42:00Z,40.7602,-73.9754,B02598
2014-04-01T04:42:00Z,40.7323,-73.9895,B02682
2014-04-01T04:43:00Z,40.765,-73.9474,B02598
2014-04-01T04:43:00Z,40.7397,-73.9927,B02598
2014-04-01T04:43:00Z,40.7649,-73.9795,B02598
