time	latitude	longitude	depth	mag	magType	nst	gap	dmin	rms	net	id	updated	place	type
2013-09-25T06:51:24.570Z	-49.9585	-113.7439	10	6.1	mww		67	26.063	1.31	us	usb000jz8j	2014-01-06T18:00:13.000Z	Southern East Pacific Rise	earthquake
2013-09-21T01:39:15.570Z	-7.3308	120.0106	549.92	6.1	mww		34	2.315	1.04	us	usb000jx0m	2014-01-06T17:59:45.000Z	111km NNW of Nggilat, Indonesia	earthquake
2013-09-15T16:21:37.150Z	51.5751	-174.716	24.02	6.1	mww		38	0.705	0.83	us	usc000juwv	2014-01-06T17:59:09.000Z	77km SSW of Atka, Alaska	earthquake
2013-09-11T12:44:13.210Z	-4.5472	-104.5783	10.52	6.1	mww		53	14.785	0.66	us	usc000jrid	2014-01-06T17:58:39.000Z	Central East Pacific Rise	earthquake
2013-09-03T20:19:06.340Z	51.244	-130.3971	2.73	6.1	mww		44	1.704	0.93	us	usb000jg6b	2014-01-06T17:56:55.000Z	187km WSW of Bella Bella, Canada	earthquake
2013-08-17T16:32:31.410Z	-34.8853	54.0927	10	6.1	mww		22	14.84	0.83	us	usb000j5ki	2013-12-05T19:59:05.000Z	Southwest Indian Ridge	earthquake
2013-08-12T04:16:47.800Z	-30.6285	-179.678	340.6	6.1	mww		21	7.116	1.01	us	usb000j0yl	2013-10-12T22:08:35.280Z	116km NW of L'Esperance Rock, New Zealand	earthquake
2013-07-26T07:07:15.630Z	-15.3792	167.6889	124	6.1	mwc		26	6.077	1.08	us	usc000ipje	2013-09-23T22:06:05.055Z	58km ENE of Luganville, Vanuatu	earthquake
2013-07-22T07:01:42.700Z	-46.0417	34.8255	10	6.1	Mwb	73	35	17.4	1.09	us	usb000ijj6	2013-11-01T18:59:22.000Z	244km WNW of Marion Island, Prince Edward Islands	earthquake
2013-07-04T17:16:00.070Z	-7.039	155.6438	72	6.1	Mwb	121	22	4.47	0.96	us	usb000i6rh	2013-09-23T19:52:19.000Z	81km SSE of Panguna, Papua New Guinea	earthquake
2013-07-02T07:37:02.900Z	4.698	96.687	10	6.1	Mw	86	43.2	0.58929483	1.16	us	usb000i4re	2013-11-01T18:56:18.000Z	55km S of Bireun, Indonesia	earthquake
2013-06-05T04:47:26.200Z	-11.401	166.299	39	6.1	Mw	411	28.8	6.53254875	0.73	us	usb000hdx2	2013-09-23T19:51:23.000Z	91km SSE of Lata, Solomon Islands	earthquake
2013-05-21T05:43:21.600Z	52.307	159.986	36.7	6.1	Mw	112	54	1.07887666	1.17	us	usb000h0hw	2013-10-01T08:03:11.000Z	122km SE of Petropavlovsk-Kamchatskiy, Russia	earthquake
2013-05-11T02:08:08.500Z	26.56	57.77	15	6.1	Mw	351	32.4	1.29806559	0	us	usc000gtvs	2013-09-23T19:50:09.000Z	94km SE of Minab, Iran	earthquake
2013-04-26T06:53:28.900Z	-28.681	-178.916	351	6.1	Mw	386	14.4	1.028571	0.94	us	us2013plai	2013-06-10T22:13:24.272Z	118km WNW of Raoul Island, New Zealand	earthquake
2013-04-21T03:22:16.200Z	29.933	138.887	421.9	6.1	Mw	688	10.8	3.26627437	0.78	us	usb000gczl	2013-09-23T20:08:44.000Z	Izu Islands, Japan region	earthquake
2013-04-20T13:12:50.600Z	50.105	157.165	18	6.1	Mw	440	97.2	3.06684838	1.03	us	usb000gcls	2013-09-23T20:08:37.000Z	97km SE of Severo-Kuril'sk, Russia	earthquake
2013-04-19T19:58:41.000Z	49.958	157.663	20	6.1	Mw	593	14.4	3.12613719	0.79	us	usb000gc6m	2013-09-23T20:08:26.000Z	135km SE of Severo-Kuril'sk, Russia	earthquake
2013-03-24T08:13:45.100Z	-20.757	173.37	10	6.1	Mw	267	32.4	5.03415885	0.8	us	usb000frwy	2013-09-23T20:04:12.000Z	167km NW of Ceva-i-Ra, Fiji	earthquake
2013-02-22T12:01:59.200Z	-27.993	-63.195	585.8	6.1	Mw	534	21.6	5.47343503	0.89	us	usc000fbl2	2013-09-23T20:00:43.000Z	23km ESE of Suncho Corral, Argentina	earthquake
2013-02-16T04:37:36.200Z	5.812	125.748	105	6.1	Mw	513	18	1.25853971	0.76	us	usc000f8be	2013-09-23T19:59:21.000Z	16km SE of Caburan, Philippines	earthquake
2013-02-06T06:35:19.800Z	-10.784	164.512	10.1	6.1	Mt	273	39.6	4.68471421	1.16	us	usc000f23y	2013-09-23T19:56:09.000Z	144km W of Lata, Solomon Islands	earthquake
2013-01-31T03:33:43.800Z	-10.628	166.382	9.2	6.1	Mw	393	25.2	6.44271722	0.82	us	usc000ez0w	2013-09-23T20:15:21.000Z	60km E of Lata, Solomon Islands	earthquake
2013-01-30T23:03:43.800Z	-10.635	166.371	11	6.1	Mw	301	28.8	6.43283575	0.92	us	usc000eyur	2013-09-23T20:15:19.000Z	59km E of Lata, Solomon Islands	earthquake
2013-01-28T16:38:53.500Z	42.605	79.708	15	6.1	Mw	548	14.4	0.96928219	0.76	us	usc000ewqq	2013-09-23T20:15:01.000Z	60km SE of Kegen, Kazakhstan	earthquake
2013-01-21T22:22:52.900Z	4.966	95.856	11.6	6.1	Mw	479	18	1.11840253	1.16	us	usb000esgn	2013-09-23T20:13:57.000Z	47km SSW of Sigli, Indonesia	earthquake
2013-01-15T16:09:37.080Z	-62.571	-161.432	10	6.1	mww	75	40.8		1.13	pde	pde20130115160937080_10	2013-09-23T20:13:05.000Z	Pacific-Antarctic Ridge	earthquake
2012-12-17T09:16:30.900Z	-0.649	123.807	44.2	6.1	mww	424	24.6		0.84	pde	pde20121217091630900_44	2013-03-16T00:09:35.112Z	Sulawesi, Indonesia	earthquake
2012-12-15T19:30:02.170Z	-4.632	153.016	52	6.1	mww	510	11.8		0.87	pde	pde20121215193002170_52	2013-03-16T00:09:33.645Z	New Ireland region, Papua New Guinea	earthquake
2012-12-02T00:54:22.690Z	-16.975	167.645	32	6.1	mww	349	13		0.77	pde	pde20121202005422690_32	2013-03-16T00:09:19.833Z	Vanuatu	earthquake
2012-11-15T09:20:21.910Z	18.346	-100.382	53	6.1	mww	576	45.2		1.18	pde	pde20121115092021910_53	2013-03-16T00:09:01.741Z	Guerrero, Mexico	earthquake
2012-11-14T19:02:06.120Z	-29.118	-71.19	63	6.1	mww	525	22.1		0.83	pde	pde20121114190206120_63	2013-03-16T00:09:00.852Z	Coquimbo, Chile	earthquake
2012-11-13T04:31:26.760Z	-45.761	-77.053	9	6.1	mww	208	31.5		1.06	pde	pde20121113043126760_9	2013-03-16T00:08:58.667Z	off the coast of Aisen, Chile	earthquake
2012-11-08T02:01:50.630Z	49.231	-128.477	13.7	6.1	mww	613	101		1.17	pde	pde20121108020150630_13	2013-03-16T00:08:50.758Z	Vancouver Island, Canada region	earthquake
2012-11-02T18:17:32.710Z	9.212	126.158	37	6.1	mww	526	11.5		1.03	pde	pde20121102181732710_37	2013-03-16T00:08:44.133Z	Mindanao, Philippines	earthquake
2012-10-08T11:43:31.420Z	-4.472	129.129	10	6.1	mww	493	14.3		0.91	pde	pde20121008114331420_10	2013-03-16T00:15:08.296Z	Banda Sea	earthquake
2012-10-01T22:21:46.020Z	39.808	143.099	15	6.1	mww	579	34.1		0.82	pde	pde20121001222146020_15	2013-03-16T00:14:53.959Z	off the east coast of Honshu, Japan	earthquake
2012-09-08T10:51:44.200Z	-3.177	135.109	21	6.1	mww	483	19.2		0.8	pde	pde20120908105144200_21	2013-03-16T00:14:19.448Z	Papua, Indonesia	earthquake
2012-09-03T18:23:05.230Z	-10.708	113.931	14	6.1	mww	389	15.5		1.06	pde	pde20120903182305230_14	2013-03-16T00:14:13.061Z	south of Java, Indonesia	earthquake
2012-08-02T09:56:41.740Z	-4.654	153.275	46	6.1	mww	409	13.3		0.8	pde	pde20120802095641740_46	2013-03-16T00:13:22.547Z	New Ireland region, Papua New Guinea	earthquake
2012-08-02T09:38:30.850Z	-8.414	-74.259	144.6	6.1	mww	698	18.4		0.8	pde	pde20120802093830850_144	2013-03-16T00:13:22.436Z	central Peru	earthquake
2012-06-23T04:34:53.180Z	3.009	97.896	95	6.1	mww	601	14.2		0.93	pde	pde20120623043453180_95	2013-03-16T00:12:31.295Z	northern Sumatra, Indonesia	earthquake
2012-06-07T16:03:18.900Z	-15.877	-72.413	110	6.1	mww	579	34.4		0.88	pde	pde20120607160318900_110	2013-03-16T00:12:12.059Z	southern Peru	earthquake
2012-06-05T19:31:33.750Z	34.943	141.132	15	6.1	mww	687	10.8		0.68	pde	pde20120605193133750_15	2013-03-16T00:12:10.316Z	off the east coast of Honshu, Japan	earthquake
2012-05-24T22:47:46.800Z	72.96	5.683	10	6.1	mww	579	20.6		1.18	pde	pde20120524224746800_10	2013-03-16T00:11:54.747Z	Norwegian Sea	earthquake
2012-04-06T16:15:58.010Z	-4.551	153.457	108.5	6.1	mww	312	11.6		0.98	pde	pde20120406161558010_108	2013-03-16T00:10:46.240Z	New Ireland region, Papua New Guinea	earthquake
2012-03-27T11:00:44.500Z	39.859	142.017	15	6.1	mwc	625	19.8		0.89	pde	pde20120327110044500_15	2013-03-16T00:10:36.879Z	near the east coast of Honshu, Japan	earthquake
2012-03-20T17:56:18.800Z	-3.812	140.266	66	6.1	mww	327	14.2		0.92	pde	pde20120320175618800_66	2013-03-16T00:10:26.746Z	Papua, Indonesia	earthquake
2012-03-14T10:49:24.580Z	40.781	144.761	10	6.1	mwc	532	24.8		0.87	pde	pde20120314104924580_10	2013-03-16T00:10:13.664Z	off the east coast of Honshu, Japan	earthquake
2012-03-05T07:46:10.040Z	-28.246	-63.294	553.9	6.1	mww	702	22.1		0.71	pde	pde20120305074610040_553	2013-03-16T00:09:58.972Z	Santiago Del Estero, Argentina	earthquake
2012-02-05T16:40:39.160Z	-17.948	167.226	8	6.1	mww	484	19.4		0.84	pde	pde20120205164039160_8	2013-03-16T00:09:10.292Z	Vanuatu	earthquake
2012-02-05T00:15:38.900Z	-18.894	168.917	145	6.1	mww	311	19.6		1.23	pde	pde20120205001538900_145	2013-03-16T00:09:08.857Z	Vanuatu	earthquake
2012-02-03T03:46:21.150Z	-17.378	167.277	8	6.1	mww	352	27.8		0.89	pde	pde20120203034621150_8	2013-03-16T00:09:03.666Z	Vanuatu	earthquake
2012-01-23T16:04:52.980Z	-36.409	-73.03	20	6.1	mww	388	34.3		0.78	pde	pde20120123160452980_20	2013-03-16T00:08:47.369Z	offshore Bio-Bio, Chile	earthquake
2011-12-07T22:23:09.730Z	-27.899	-70.918	20	6.1	mww	473	35.2		0.82	pde	pde20111207222309730_20	2013-11-05T10:22:55.008Z	Atacama, Chile	earthquake
2011-11-28T12:26:45.450Z	-5.48	153.733	25	6.1	mww	265	15.1		1.12	pde	pde20111128122645450_25	2013-03-16T00:07:15.859Z	New Ireland region, Papua New Guinea	earthquake
2011-11-23T19:24:31.470Z	37.365	141.368	34	6.1	mww	496	23.4		0.73	pde	pde20111123192431470_34	2013-11-05T10:18:39.193Z	near the east coast of Honshu, Japan	earthquake
2011-11-02T14:59:27.940Z	-55.294	-128.843	10	6.1	mww	148	30.2		1.04	pde	pde20111102145927940_10	2013-03-16T00:06:37.629Z	Pacific-Antarctic Ridge	earthquake
2011-10-21T08:02:37.950Z	43.892	142.479	187	6.1	mww	674	10.7		0.74	pde	pde20111021080237950_187	2013-03-16T00:06:16.835Z	Hokkaido, Japan region	earthquake
2011-10-18T05:05:06.250Z	-5.785	151.037	26	6.1	mww	360	14.9		0.95	pde	pde20111018050506250_26	2013-11-05T09:53:03.895Z	New Britain region, Papua New Guinea	earthquake
2011-10-13T03:16:30.160Z	-9.35	114.587	39	6.1	mww	456	18.4		1.07	pde	pde20111013031630160_39	2013-03-16T00:06:07.929Z	south of Bali, Indonesia	earthquake
2011-10-07T08:58:28.910Z	-32.514	-179.038	36	6.1	mww	396	18.9		0.97	pde	pde20111007085828910_36	2013-03-16T00:05:59.020Z	south of the Kermadec Islands	earthquake
2011-09-15T08:00:09.640Z	36.256	141.338	28	6.1	mww	403	63.5		0.81	pde	pde20110915080009640_28	2013-11-05T09:38:09.690Z	near the east coast of Honshu, Japan	earthquake
2011-09-15T07:53:18.630Z	-35.366	-179.039	10	6.1	mww	269	23.6		1.07	pde	pde20110915075318630_10	2013-03-16T00:05:23.514Z	east of the North Island of New Zealand	earthquake
2011-08-22T20:12:20.950Z	-6.282	104.054	29	6.1	mww	317	16.1		0.95	pde	pde20110822201220950_29	2013-03-16T00:04:49.431Z	Sunda Strait, Indonesia	earthquake
2011-08-17T11:44:08.370Z	36.765	143.77	9	6.1	mww	305	15.7		0.81	pde	pde20110817114408370_9	2013-03-16T00:04:40.588Z	off the east coast of Honshu, Japan	earthquake
2011-08-16T11:03:57.700Z	-2.331	128.002	35	6.1	mww	323	20.9		1.08	pde	pde20110816110357700_35	2013-03-16T00:04:39.387Z	Ceram Sea, Indonesia	earthquake
2011-08-04T13:51:34.560Z	48.833	154.769	36	6.1	mww	512	28.9		0.84	pde	pde20110804135134560_36	2013-03-16T00:04:21.882Z	Kuril Islands	earthquake
2011-07-31T14:34:47.320Z	-17.016	171.579	10	6.1	mww	437	15.8		0.88	pde	pde20110731143447320_10	2013-03-16T00:04:15.176Z	Vanuatu region	earthquake
2011-07-19T19:35:43.480Z	40.081	71.41	20	6.1	mww	510	32.7		0.9	pde	pde20110719193543480_20	2013-11-05T09:03:48.417Z	Kyrgyzstan	earthquake
2011-07-16T19:59:12.890Z	54.787	-161.29	36	6.1	mww	720	47.6		1.36	pde	pde20110716195912890_36	2013-03-16T00:03:52.564Z	Alaska Peninsula	earthquake
2011-07-15T13:26:02.950Z	-60.762	-23.523	10	6.1	mww	141	43.8		1.27	pde	pde20110715132602950_10	2013-03-16T00:03:48.179Z	South Sandwich Islands region	earthquake
2011-06-03T00:05:00.830Z	37.285	143.907	14	6.1	mww	637	12.5		0.87	pde	pde20110603000500830_14	2013-03-16T00:02:43.349Z	off the east coast of Honshu, Japan	earthquake
2011-05-15T13:08:13.060Z	0.569	-25.647	10	6.1	mww	163	44.4		1.24	pde	pde20110515130813060_10	2013-03-16T00:02:19.916Z	central Mid-Atlantic Ridge	earthquake
2011-05-13T23:35:52.860Z	37.396	141.341	35	6.1	mww	392	31.7		0.98	pde	pde20110513233552860_35	2013-11-05T08:30:54.602Z	near the east coast of Honshu, Japan	earthquake
2011-04-30T08:19:16.070Z	6.851	-82.333	8	6.1	mww	377	59		1.23	pde	pde20110430081916070_8	2013-03-16T00:01:57.476Z	south of Panama	earthquake
2011-04-24T23:07:51.490Z	-4.586	122.771	8	6.1	mww	204	40.8		1.48	pde	pde20110424230751490_8	2013-11-05T08:22:57.808Z	Sulawesi, Indonesia	earthquake
2011-03-29T10:54:33.200Z	37.401	142.29	15	6.1	mww	558	21		0.9	pde	pde20110329105433200_15	2013-03-16T01:53:35.654Z	off the east coast of Honshu, Japan	earthquake
2011-03-22T09:19:06.230Z	37.325	141.791	31	6.1	mww	527	32.3		0.8	pde	pde20110322091906230_31	2013-03-16T01:53:27.861Z	near the east coast of Honshu, Japan	earthquake
2011-03-15T15:23:53.850Z	40.335	143.288	18	6.1	mwc	357	57.4		0.9	pde	pde20110315152353850_18	2013-03-16T01:53:14.015Z	off the east coast of Honshu, Japan	earthquake
2011-03-13T01:26:04.250Z	35.723	141.637	8	6.1	mww	496	22.6		1.07	pde	pde20110313012604250_8	2013-11-05T07:38:16.792Z	near the east coast of Honshu, Japan	earthquake
2011-03-12T23:24:48.780Z	38.047	141.72	15	6.1	mwb	515	27.1		0.9	pde	pde20110312232448780_15	2013-11-05T07:37:20.941Z	near the east coast of Honshu, Japan	earthquake
2011-03-12T13:15:41.650Z	37.249	141.159	38	6.1	mww	463	17.8		0.84	pde	pde20110312131541650_38	2013-11-05T07:35:27.021Z	near the east coast of Honshu, Japan	earthquake
2011-03-11T20:11:24.060Z	39.005	142.633	17.4	6.1	mwc	487	31.5		0.82	pde	pde20110311201124060_17	2013-03-16T01:52:54.264Z	near the east coast of Honshu, Japan	earthquake
2011-03-11T08:26:36.930Z	37.367	143.017	17	6.1	mb	317	24.4		0.73	pde	pde20110311082636930_17	2013-03-16T01:52:48.246Z	off the east coast of Honshu, Japan	earthquake
2011-03-11T08:15:41.850Z	37.047	144.541	41	6.1	mb	275	50.4		0.75	pde	pde20110311081541850_41	2013-03-16T01:52:48.136Z	off the east coast of Honshu, Japan	earthquake
2011-03-11T07:28:12.360Z	36.823	141.824	28.4	6.1	mb	289	32.3		0.62	pde	pde20110311072812360_28	2013-03-16T01:52:47.350Z	near the east coast of Honshu, Japan	earthquake
2011-03-11T07:25:36.460Z	37.934	144.529	39.5	6.1	mb	398	21.2		0.78	pde	pde20110311072536460_39	2013-03-16T01:52:47.306Z	off the east coast of Honshu, Japan	earthquake
2011-03-11T06:49:16.610Z	37.337	144.237	47.3	6.1	mb	121	36.9		0.93	pde	pde20110311064916610_47	2013-03-16T01:52:46.807Z	off the east coast of Honshu, Japan	earthquake
2011-03-11T06:29:15.990Z	37.812	144.233	40.6	6.1	mb	94	66.6		0.8	pde	pde20110311062915990_40	2013-03-16T01:52:46.612Z	off the east coast of Honshu, Japan	earthquake
2011-02-21T23:51:43.000Z	-43.565	172.69	5	6.1						atlas	atlas20110221235143	2013-11-05T06:47:58.904Z	South Island of New Zealand	earthquake
2011-02-21T23:51:42.350Z	-43.583	172.68	5.9	6.1	mww	323	24.7			pde	pde20110221235142350_5	2013-12-11T20:11:18.161Z	South Island of New Zealand	earthquake
2011-02-20T21:43:24.150Z	55.918	162.117	33	6.1	mww	576	23.3		0.87	pde	pde20110220214324150_33	2013-11-05T06:45:09.346Z	near the east coast of the Kamchatka Peninsula, Russia	earthquake
2011-02-15T13:33:53.180Z	-2.497	121.483	16.2	6.1	mww	255	16		1.33	pde	pde20110215133353180_16	2013-11-05T06:43:58.258Z	Sulawesi, Indonesia	earthquake
2011-02-12T17:57:56.130Z	-20.879	-175.672	85	6.1	mww	481	16.3		0.94	pde	pde20110212175756130_85	2013-11-05T06:39:06.794Z	Tonga	earthquake
2011-02-12T01:17:01.410Z	-37.027	-72.954	16	6.1	mwb	224	50.9		1.39	pde	pde20110212011701410_16	2013-11-05T06:38:09.303Z	Bio-Bio, Chile	earthquake
2011-01-26T15:42:29.590Z	2.205	96.829	23	6.1	mww	286	27.1		1.19	pde	pde20110126154229590_23	2013-11-05T06:29:41.776Z	Simeulue, Indonesia	earthquake
2011-01-09T17:21:51.650Z	-19.201	168.155	18	6.1	mww	261	22.8		1.37	pde	pde20110109172151650_18	2013-03-16T01:52:01.067Z	Vanuatu	earthquake
2011-01-05T06:46:14.630Z	-22.26	171.631	112.2	6.1	mww	284	37.5		0.93	pde	pde20110105064614630_112	2013-03-16T01:51:57.773Z	southeast of the Loyalty Islands	earthquake
2010-12-01T16:01:27.440Z	-15.888	-178.956	15.2	6.1	mwc	259	31.7		0.98	pde	pde20101201160127440_15	2013-03-16T01:51:23.563Z	Fiji region	earthquake
2010-11-23T09:01:06.860Z	-5.959	148.966	68	6.1	mwc	345	18.8		1.07	pde	pde20101123090106860_68	2013-03-16T01:51:15.186Z	New Britain region, Papua New Guinea	earthquake
2010-11-03T23:34:42.480Z	-20.466	-174.28	18	6.1	mwc	430	30.2		0.9	pde	pde20101103233442480_18	2013-11-05T05:58:00.673Z	Tonga	earthquake
2010-09-04T08:52:04.100Z	-17.368	-173.999	69	6.1	mwb	371	21.2		0.83	pde	pde20100904085204100_69	2013-03-16T01:50:32.874Z	Tonga	earthquake
2010-08-20T17:56:14.150Z	-6.57	154.246	19	6.1	mwc	213	16.3		1.22	pde	pde20100820175614150_19	2013-03-16T01:50:25.367Z	Bougainville region, Papua New Guinea	earthquake
2010-07-22T05:03:56.440Z	-15.132	168.162	6	6.1	mwc	414	22.8		0.9	pde	pde20100722050356440_6	2013-11-05T05:16:46.871Z	Vanuatu	earthquake
2010-07-21T09:16:04.420Z	3.039	128.222	100	6.1	mwc	280	24.5		0.93	pde	pde20100721091604420_100	2013-11-05T05:15:45.287Z	north of Halmahera, Indonesia	earthquake
2010-06-24T05:32:27.400Z	-5.514	151.161	40	6.1	mwb	338	13.9		0.9	pde	pde20100624053227400_40	2013-11-05T04:56:46.080Z	New Britain region, Papua New Guinea	earthquake
2010-05-27T20:48:00.440Z	-13.658	166.745	35	6.1	mwc	161	32.2		0.96	pde	pde20100527204800440_35	2013-03-16T01:49:39.374Z	Vanuatu	earthquake
2010-05-23T22:46:52.050Z	-13.928	-74.352	101.4	6.1	mwc	525	29.1		0.86	pde	pde20100523224652050_101	2013-11-05T04:40:13.399Z	central Peru	earthquake
2010-05-03T10:27:45.090Z	29.645	140.951	84	6.1	mwc	479	12.6		0.84	pde	pde20100503102745090_84	2013-03-16T01:49:30.660Z	Izu Islands, Japan region	earthquake
2010-04-21T17:20:29.110Z	-15.271	-173.219	35	6.1	mwc	318	47.9		0.99	pde	pde20100421172029110_35	2013-03-16T01:49:23.771Z	Tonga	earthquake
2010-04-14T01:25:15.580Z	33.195	96.449	7.6	6.1	mwc	251	41.4		0.87	pde	pde20100414012515580_7	2013-11-05T04:18:48.333Z	southern Qinghai, China	earthquake
2010-03-08T09:47:08.890Z	19.348	144.743	427	6.1	mwb	478	15.9		0.87	pde	pde20100308094708890_427	2013-03-16T01:48:59.550Z	Maug Islands region, Northern Mariana Islands	earthquake
2010-03-08T02:32:34.710Z	38.864	39.986	12	6.1	mwc	379	22		0.76	pde	pde20100308023234710_12	2013-12-11T20:11:07.814Z	eastern Turkey	earthquake
2010-03-08T02:32:34.000Z	38.86	39.99	12	6.1						atlas	atlas20100308023234	2013-11-05T03:43:25.013Z	eastern Turkey	earthquake
2010-03-05T09:19:36.380Z	-36.631	-73.223	29.9	6.1	mwc	315	38.5		0.78	pde	pde20100305091936380_29	2013-11-05T03:38:26.304Z	offshore Bio-Bio, Chile	earthquake
2010-03-03T17:44:25.040Z	-36.61	-73.36	20	6.1	mwc	232	69.5		1.04	pde	pde20100303174425040_20	2013-11-05T03:32:12.327Z	offshore Bio-Bio, Chile	earthquake
2010-02-27T17:24:30.590Z	-36.354	-73.208	19	6.1	mwb	243	35.7		1.09	pde	pde20100227172430590_19	2013-11-05T03:20:19.794Z	offshore Bio-Bio, Chile	earthquake
2010-02-27T08:25:29.620Z	-34.749	-72.427	35	6.1	mb	337	33.7		0.8	pde	pde20100227082529620_35	2013-11-05T03:12:16.137Z	offshore Maule, Chile	earthquake
2010-02-13T02:34:28.860Z	-21.902	-174.767	11	6.1	mwb	361	22		0.92	pde	pde20100213023428860_11	2013-03-16T01:48:36.302Z	Tonga	earthquake
2010-02-09T01:03:44.440Z	-15.053	-173.492	10	6.1	mwc	174	44.8		1.21	pde	pde20100209010344440_10	2013-03-16T01:48:34.031Z	Tonga	earthquake
2010-01-02T08:45:33.020Z	12.424	141.949	8	6.1	mwb	234	30.1		1.15	pde	pde20100102084533020_8	2013-03-16T01:48:07.416Z	Mariana Islands region	earthquake
2014-01-20T02:52:45.500Z	-40.6343	175.7765	28	6.2	mww		37	0.36	0.95	us	usb000m4i4	2014-02-05T20:42:07.474Z	34km SSE of Palmerston North, New Zealand	earthquake
2013-12-17T23:38:06.820Z	20.7727	146.7903	9	6.2	mww		14	4.162	0.81	us	usc000lmmc	2014-01-18T01:04:12.165Z	198km E of Farallon de Pajaros, Northern Mariana Islands	earthquake
2013-11-02T18:53:46.900Z	-19.1711	-172.6411	10.05	6.2	mww		21	5.297	0.72	us	usb000krlz	2014-01-10T13:04:16.196Z	152km ESE of Neiafu, Tonga	earthquake
2013-10-30T02:51:47.000Z	-35.314	-73.395	41.5	6.2	mww				1.68	us	usc000kr9k	2014-01-10T13:04:41.053Z	88km W of Constitucion, Chile	earthquake
2013-10-11T21:25:00.010Z	-30.6623	-178.4838	151	6.2	mww		46	1.492	1.2	us	usb000kbbm	2014-01-10T03:41:26.114Z	94km NNE of L'Esperance Rock, New Zealand	earthquake
2013-10-06T21:33:19.800Z	-36.7267	-97.4761	10.28	6.2	mww		41	20.626	1.33	us	usb000k7s0	2014-01-10T03:41:45.719Z	West Chile Rise	earthquake
2013-08-28T02:54:41.290Z	-27.7829	179.6335	478	6.2	mww		22	2.592	1.01	us	usb000jcfu	2013-12-05T20:00:24.000Z	292km NW of Raoul Island, New Zealand	earthquake
2013-08-21T12:38:29.700Z	16.8784	-99.498	21	6.2	mww		45	0.755	1	us	usb000j83t	2013-10-25T20:19:53.743Z	18km WNW of San Marcos, Mexico	earthquake
2013-08-12T09:49:32.360Z	-5.3962	-81.9268	10	6.2	mww		26	3.913	1.27	us	usb000j10u	2013-12-05T19:58:04.000Z	96km WSW of Paita, Peru	earthquake
2013-07-26T21:32:59.990Z	-57.9145	-23.841	13	6.2	mwc		25	7.95	1.34	us	usc000iq6f	2013-11-01T19:00:00.000Z	199km NE of Bristol Island, South Sandwich Islands	earthquake
2013-06-15T16:11:00.260Z	34.4488	25.0435	10	6.2	Mwp	87	54	1.95	0.95	us	usc000hrl4	2013-09-23T19:51:37.000Z	61km S of Pirgos, Greece	earthquake
2013-06-02T05:43:03.400Z	23.794	121.133	17	6.2	Mw	437	39.6	0.15990012	0.71	us	usb000hbrt	2013-09-23T19:51:15.000Z	25km SE of Buli, Taiwan	earthquake
2013-04-26T06:53:28.950Z	-28.7357	-178.9155	349.02	6.2	Mwc	112	22	1	1.32	us	usb000gg01	2013-09-23T20:09:29.000Z	115km WNW of Raoul Island, New Zealand	earthquake
2013-03-25T23:02:13.300Z	14.596	-90.439	189	6.2	Mw	681	25.2	0.40963177	1.32	us	usb000fshy	2013-09-23T20:04:29.000Z	6km ENE of Santa Catarina Pinula, Guatemala	earthquake
2012-12-07T08:31:14.800Z	37.914	143.764	32	6.2	mww	708	15		0.86	pde	pde20121207083114800_32	2013-03-16T00:09:24.408Z	off the east coast of Honshu, Japan	earthquake
2012-10-30T02:49:02.270Z	52.365	-131.902	9	6.2	mww	579	42.8		1.13	pde	pde20121030024902270_9	2013-03-16T00:08:39.802Z	Haida Gwaii, Canada	earthquake
2012-10-20T23:00:32.450Z	-13.552	166.564	36	6.2	mww	392	18.6		1.18	pde	pde20121020230032450_36	2013-03-16T00:08:23.283Z	Vanuatu	earthquake
2012-09-14T04:51:47.070Z	-3.319	100.594	19	6.2	mww	549	14.9		0.95	pde	pde20120914045147070_19	2013-03-16T00:14:28.376Z	Kepulauan Mentawai region, Indonesia	earthquake
2012-08-19T22:41:49.810Z	-4.766	144.57	73	6.2	mww	478	13.3		0.96	pde	pde20120819224149810_73	2013-03-16T00:13:49.054Z	near the north coast of New Guinea, Papua New Guinea	earthquake
2012-08-12T10:47:06.450Z	35.661	82.518	13	6.2	mww	471	14.5		0.86	pde	pde20120812104706450_13	2013-03-16T00:13:39.783Z	Xinjiang-Xizang border region	earthquake
2012-08-11T12:34:35.900Z	38.389	46.745	12	6.2	mww	522	19.9		0.98	pde	pde20120811123435900_12	2013-03-16T00:13:34.688Z	northwestern Iran	earthquake
2012-08-10T18:37:43.090Z	52.633	-167.421	13	6.2	mww	857	44.9		1.08	pde	pde20120810183743090_13	2013-03-16T00:13:33.905Z	Fox Islands, Aleutian Islands, Alaska	earthquake
2012-05-14T10:00:40.230Z	-17.678	-69.591	105.9	6.2	mww	681	17.1		0.88	pde	pde20120514100040230_105	2013-03-16T00:11:44.141Z	Tarapaca, Chile	earthquake
2012-04-17T19:03:56.370Z	-59.016	-16.612	12	6.2	mww	355	61.2		1.27	pde	pde20120417190356370_12	2013-03-16T00:11:06.983Z	east of the South Sandwich Islands	earthquake
2012-04-15T05:57:40.060Z	2.581	90.269	25	6.2	mww	322	21.7		0.91	pde	pde20120415055740060_25	2013-03-16T00:11:03.580Z	off the west coast of northern Sumatra	earthquake
